Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,age,height,weight
M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's High Jump,Gold,24.0,202.0,82.0
M,Russia-1,RUS,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,Silver,28.0,177.0,68.0
F,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Speed Skating,Speed Skating Women's 500 metres,Bronze,25.0,165.0,61.0
F,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Women's 1,000 metres",Gold,25.0,165.0,61.0
F,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze,25.0,165.0,61.0
F,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Women's 3,000 metres",Gold,25.0,165.0,61.0
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,Gold,24.0,191.0,89.0
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,Bronze,27.0,191.0,89.0
F,Mexico,MEX,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,Bronze,18.0,164.0,61.0
M,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,31.0,177.0,84.0
M,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",Gold,23.0,178.0,72.0
M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Running Target, 50 metres",Bronze,23.0,178.0,72.0
M,France,FRA,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze,28.0,176.0,66.0
M,Japan,JPN,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",Silver,22.0,174.0,67.0
M,Malaysia,MAS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,Bronze,28.0,166.0,69.0
M,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,19.0,172.0,74.0
M,United States,USA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Individual",Bronze,39.0,183.0,86.0
M,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,Bronze,22.0,194.0,88.0
M,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,30.0,185.0,86.0
M,Finland,FIN,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,27.0,178.0,74.5
M,Finland,FIN,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Bronze,27.0,178.0,74.5
M,France,FRA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Gold,23.0,176.0,72.0
M,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Silver,23.0,177.0,75.0
M,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold,31.0,177.0,75.0
F,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Bronze,24.0,166.0,47.0
F,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Gold,24.0,166.0,47.0
M,Belarus,BLR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 20 kilometres,Bronze,23.0,187.0,81.0
F,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver,31.0,180.0,66.0
M,Turkey,TUR,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver,26.0,178.0,97.0
M,Turkey,TUR,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,30.0,178.0,97.0
M,Turkey,TUR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Featherweight,Bronze,26.0,168.0,57.0
F,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver,23.0,178.0,59.0
F,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze,27.0,178.0,59.0
F,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze,30.0,178.0,59.0
F,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver,34.0,178.0,59.0
M,Russia,RUS,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Flyweight,Bronze,28.0,158.0,49.0
M,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,Gold,21.0,193.0,86.0
M,United States,USA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Gold,25.0,193.0,86.0
M,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,20.0,188.0,84.0
F,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Three Person Keelboat,Gold,24.0,167.0,63.0
F,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,Gold,28.0,167.0,63.0
M,Turkey,TUR,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,26.0,173.0,70.0
M,Pakistan,PAK,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver,22.0,171.0,67.0
F,Belarus,BLR,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,Bronze,22.0,183.0,60.0
F,Belarus,BLR,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,Gold,22.0,183.0,60.0
F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,27.0,165.0,64.0
F,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,31.0,165.0,64.0
M,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Gold,27.0,174.0,72.0
M,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Rings,Gold,27.0,174.0,72.0
M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Silver,31.0,174.0,72.0
M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,Gold,31.0,174.0,72.0
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold,22.0,175.0,68.0
M,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,23.0,177.0,74.0
M,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,27.0,177.0,74.0
M,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Middleweight,Silver,27.0,178.0,80.0
M,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver,26.0,186.0,90.0
M,Pakistan,PAK,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver,26.0,178.0,71.0
M,Pakistan,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold,30.0,178.0,71.0
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Bronze,29.0,171.0,73.0
F,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's epee, Team",Bronze,21.0,170.0,59.0
F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Team",Gold,25.0,170.0,59.0
F,Russia,RUS,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's epee, Team",Gold,29.0,170.0,59.0
F,Spain,ESP,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Silver,30.0,171.0,68.0
M,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Gold,27.0,178.0,71.0
M,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze,19.0,170.0,68.0
F,United States,USA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Gold,27.0,172.0,64.0
F,China,CHN,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,Bronze,21.0,183.0,78.0
M,France,FRA,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",Bronze,29.0,183.0,65.0
M,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,Bronze,27.0,196.0,90.0
M,Germany,GER,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Silver,31.0,196.0,90.0
M,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver,24.0,178.0,76.0
F,Netherlands,NED,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze,29.0,174.0,69.0
F,Netherlands,NED,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Women's 3,000 metres",Bronze,29.0,174.0,69.0
F,Netherlands,NED,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 1,500 metres",Silver,33.0,174.0,69.0
F,Netherlands,NED,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 3,000 metres",Gold,33.0,174.0,69.0
M,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,Bronze,19.0,199.0,86.0
F,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's High Jump,Bronze,29.0,180.0,60.0
M,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Gold,22.0,169.0,69.0
F,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,21.0,173.0,62.0
F,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,21.0,173.0,62.0
M,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Freestyle,Silver,21.0,191.0,84.0
M,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,21.0,191.0,84.0
F,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,Silver,15.0,178.0,67.0
F,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Freestyle,Silver,15.0,178.0,67.0
F,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,15.0,178.0,67.0
F,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,15.0,178.0,67.0
F,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,Silver,19.0,178.0,67.0
F,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Freestyle,Silver,19.0,178.0,67.0
F,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,Silver,19.0,178.0,67.0
F,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,19.0,178.0,67.0
F,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,19.0,178.0,67.0
M,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Gold,17.0,173.0,66.0
F,United States,USA,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,Gold,23.0,178.0,58.0
M,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Pole Vault,Gold,21.0,188.0,75.0
M,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,Gold,22.0,188.0,70.0
M,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,22.0,188.0,70.0
M,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,35.0,170.0,73.0
M,Romania,ROU,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold,24.0,170.0,80.0
M,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze,28.0,170.0,80.0
M,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,20.0,181.0,83.0
M,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,Silver,23.0,195.0,121.0
M,East Germany-1,GDR,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,Gold,22.0,182.0,91.0
F,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,19.0,170.0,55.0
M,Slovakia,SVK,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,27.0,186.0,87.0
M,Germany,GER,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,24.0,195.0,92.0
M,Germany,GER,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,28.0,195.0,92.0
F,Spain,ESP,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver,19.0,176.0,66.0
M,United States,USA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Silver,24.0,193.0,89.0
M,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",Gold,22.0,171.0,65.0
M,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Welterweight,Gold,23.0,172.0,54.0
M,Austria,AUT,1968 Winter,1968,Winter,Grenoble,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver,23.0,174.0,70.0
M,Switzerland-2,SUI,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,Silver,26.0,184.0,90.0
M,Switzerland-1,SUI,1980 Winter,1980,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,Silver,30.0,184.0,90.0
M,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Pairs,Silver,27.0,180.0,70.0
M,Germany,GER,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",Bronze,25.0,182.0,71.0
F,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold,26.0,165.0,64.0
F,Germany,GER,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Bronze,21.0,174.0,63.0
M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Bronze,26.0,176.0,76.0
M,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver,24.0,165.0,57.0
M,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,Silver,23.0,192.0,89.0
M,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,25.0,190.0,100.0
M,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Butterfly,Bronze,17.0,183.0,77.0
M,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Javelin Throw,Bronze,23.0,195.0,102.0
M,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Javelin Throw,Silver,27.0,195.0,102.0
M,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Javelin Throw,Silver,31.0,195.0,102.0
M,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,25.0,191.0,93.0
M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 5,000 metres",Bronze,23.0,172.0,64.0
M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Bronze,23.0,172.0,64.0
M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Individual",Silver,23.0,172.0,64.0
M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Team",Bronze,23.0,172.0,64.0
M,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,26.0,185.0,95.0
M,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,31.0,185.0,89.0
M,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,Gold,23.0,183.0,77.0
M,Great Britain,GBR,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,22.0,161.0,69.0
F,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,Gold,33.0,175.0,85.0
F,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Silver,27.0,170.0,62.0
M,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze,24.0,171.0,84.0
M,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold,28.0,171.0,84.0
M,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,31.0,188.0,79.0
M,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,Silver,26.0,193.0,84.0
M,United States,USA,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Trap,Bronze,25.0,170.0,88.0
F,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold,20.0,180.0,78.0
M,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,Bronze,21.0,173.0,68.0
M,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Silver,20.0,172.0,76.0
M,West Germany-1,FRG,1968 Winter,1968,Winter,Grenoble,Bobsleigh,Bobsleigh Men's Two,Silver,26.0,188.0,90.0
M,West Germany-1,FRG,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Two,Silver,30.0,188.0,90.0
M,France,FRA,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Air Rifle, 10 metres",Silver,25.0,174.0,68.0
F,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,Silver,23.0,180.0,75.0
M,Russia,RUS,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Individual,Bronze,32.0,178.0,75.0
F,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Bronze,20.0,169.0,56.0
M,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Heavyweight,Silver,24.0,189.0,91.0
F,South Korea,KOR,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Bronze,20.0,173.0,64.0
M,South Korea,KOR,2012 Summer,2012,Summer,London,Football,Football Men's Football,Bronze,20.0,171.0,66.0
M,Canada,CAN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Silver,31.0,182.0,90.0
M,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Middleweight,Silver,23.0,190.0,100.0
M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Pairs,Silver,22.0,187.0,85.0
M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Bronze,30.0,187.0,85.0
M,Australia,AUS,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Silver,28.0,193.0,90.0
M,Australia,AUS,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver,28.0,193.0,90.0
M,Iran,IRI,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Featherweight,Silver,26.0,181.0,68.0
F,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's Discus Throw,Silver,31.0,170.0,76.0
M,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,Bronze,29.0,194.0,135.0
M,France,FRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Bronze,22.0,190.0,93.0
M,Saudi Arabia,KSA,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,42.0,172.0,69.0
M,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Middleweight,Bronze,20.0,180.0,75.0
M,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver,27.0,190.0,88.0
F,East Germany,GDR,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Gold,20.0,165.0,69.0
M,Germany,GER,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,Silver,25.0,185.0,87.0
M,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,Silver,29.0,189.0,93.0
F,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Women's Moguls,Silver,21.0,162.0,55.0
F,United States,USA,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Moguls,Bronze,29.0,162.0,55.0
F,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 1,000 metres",Silver,21.0,164.0,61.0
F,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 1,500 metres",Silver,32.0,162.0,58.0
F,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,17.0,170.0,65.0
M,Italy,ITA,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold,22.0,179.0,70.0
F,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,23.0,170.0,64.0
F,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,22.0,157.0,56.0
F,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,26.0,167.0,73.0
F,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,30.0,167.0,73.0
M,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,Gold,28.0,183.0,82.0
M,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,28.0,183.0,82.0
M,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,Bronze,31.0,180.0,65.0
M,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver,32.0,198.0,111.0
M,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,20.0,193.0,84.0
M,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,24.0,193.0,84.0
M,Great Britain-1,GBR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,33.0,176.0,78.0
M,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Double Sculls,Silver,26.0,190.0,85.0
F,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze,26.0,172.0,58.0
F,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver,30.0,172.0,58.0
M,France,FRA,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,29.0,176.0,67.0
M,Bahamas,BAH,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,22.0,175.0,65.0
F,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,18.0,181.0,67.0
F,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,22.0,181.0,67.0
M,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,21.0,175.0,66.0
